Country Name,Country Code,Series Name,Series Code,2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Cameroon,CMR,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,105.9,101.7,97.2,92.9,88.5,84.5,80.8,77.5,74.8,..
Canada,CAN,Income share held by lowest 20%,SI.DST.FRST.20,..,6.9,6.7,7.1,6.9,7.3,7.1,..,..,..
Canada,CAN,GDP per capita (current US$),NY.GDP.PCAP.CD,52223.69611,52669.08996,52635.17496,50955.99832,43596.13554,42315.60371,45129.35644,46454.74339,46326.67264,43258.17632
Canada,CAN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,2.142309009,0.663247995,1.253613813,1.841026124,-0.089285801,-0.135842621,1.811114549,0.992851882,0.430211134,-6.339046525
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.146881372,1.762222549,2.329122506,2.870036075,0.659176864,1.001394414,3.039880225,2.429547545,1.861415379,-5.312944743
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,1.79333E+12,1.82837E+12,1.8466E+12,1.80575E+12,1.55651E+12,1.52799E+12,1.64927E+12,1.72185E+12,1.74158E+12,1.64404E+12
Canada,CAN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,82.74899292,..,..,..,..,84.4691925,..,..,..,..
Canada,CAN,Population growth (annual %),SP.POP.GROW,0.978697787,1.085817263,1.056591259,1.005337579,0.746339478,1.132348655,1.199682154,1.412548033,1.4150147,1.089591487
Canada,CAN,"Population, total",SP.POP.TOTL,34339328,34714222,35082954,35437435,35702908,36109487,36545295,37065178,37593384,38005238
Canada,CAN,"Population, male",SP.POP.TOTL.MA.IN,17035831,17219264,17399107,17572607,17703599,17906490,18125530,18387468,18654019,18862750
Canada,CAN,"Population, female",SP.POP.TOTL.FE.IN,17303497,17494958,17683847,17864828,17999309,18202997,18419765,18677710,18939365,19142488
Canada,CAN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Canada,CAN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.61,1.6142,1.587,1.5818,1.563,1.5433,1.4961,1.4988,1.4684,..
Canada,CAN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,5.6,5.5,5.4,5.4,5.3,5.2,5.1,5,4.9,..
Cayman Islands,CYM,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,GDP per capita (current US$),NY.GDP.PCAP.CD,72329.66133,72777.14849,73514.66868,74990.43322,76284.19393,78471.62873,81513.16302,86059.73922,91392.64259,..
Cayman Islands,CYM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.93727918,-0.634729366,-0.359848582,1.110863557,1.378620263,1.848900542,1.852363286,2.911639275,2.576691617,..
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.169062198,1.229753657,1.27933102,2.654527985,2.833122226,3.239976888,3.184043376,4.19434091,3.817100404,..
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,4186223809,4291159006,4405954638,4563017881,4708336733,4909498980,5166467299,5522625585,5935769351,..
Cayman Islands,CYM,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,88.10579681,90.19631958,..,..,..,..,..
Cayman Islands,CYM,Population growth (annual %),SP.POP.GROW,2.103980744,1.85900595,1.631714308,1.515167957,1.424527838,1.356580324,1.298987665,1.238706903,1.201997124,1.181634344
Cayman Islands,CYM,"Population, total",SP.POP.TOTL,57877,58963,59933,60848,61721,62564,63382,64172,64948,65720
Cayman Islands,CYM,"Population, male",SP.POP.TOTL.MA.IN,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Population, female",SP.POP.TOTL.FE.IN,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,551.7496918,565.8011645,380.2978928,424.449106,377.422919,402.1916349,450.900697,475.9538495,467.9080218,476.8511127
Central African Republic,CAF,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.443004,4.632922101,-36.55691955,-0.282695893,3.663704303,3.722777874,3.200452519,2.224675451,1.289461367,-1.751327808
Central African Republic,CAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.194615337,5.053761254,-36.3919771,0.081070515,4.33712103,4.750316841,4.527278213,3.789443593,3,0
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,2437982707,2510126510,1691544111,1894813390,1695825714,1825018144,2072349974,2220979145,2220307319,2303078338
Central African Republic,CAF,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Population growth (annual %),SP.POP.GROW,0.723967673,0.401398611,0.259647553,0.364133903,0.647515777,0.985784079,1.277483497,1.519117467,1.674661628,1.766844992
Central African Republic,CAF,"Population, total",SP.POP.TOTL,4418639,4436411,4447945,4464171,4493171,4537683,4596023,4666375,4745179,4829764
Central African Republic,CAF,"Population, male",SP.POP.TOTL.MA.IN,2187973,2197286,2203461,2211896,2226565,2248836,2277876,2312820,2351973,2394042
Central African Republic,CAF,"Population, female",SP.POP.TOTL.FE.IN,2230666,2239125,2244484,2252275,2266606,2288847,2318147,2353555,2393206,2435722
Central African Republic,CAF,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.172,5.123,5.068,5.007,4.941,4.87,4.796,4.721,4.645,..
Central African Republic,CAF,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,143.4,139.4,135.8,131.4,126.7,121.6,117.5,114.2,110.1,..
Chad,TCD,Income share held by lowest 20%,SI.DST.FRST.20,4.9,..,..,..,..,..,..,..,..,..
Chad,TCD,GDP per capita (current US$),NY.GDP.PCAP.CD,984.7361305,967.3529488,979.8117426,1020.287979,776.0197523,693.4497674,665.9488849,726.1510071,709.5400432,614.4651899
Chad,TCD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-3.227471422,5.273564912,2.216612801,3.433064525,-0.490723968,-9.156942245,-5.928753132,-0.67492092,0.209664512,-3.780245149
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.082869798,8.882576072,5.700001363,6.899985045,2.767675685,-6.255527085,-2.988695986,2.3740378,3.247181917,-0.890209999
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,12172309523,12367363678,12953535496,13940768066,10950392220,10097778354,10000395242,11239167048,11314951343,10093118570
Chad,TCD,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..,..,..,..
Chad,TCD,Population growth (annual %),SP.POP.GROW,3.363538247,3.370767564,3.351068934,3.296899421,3.221999844,3.143932997,3.077506736,3.023504548,2.986130147,2.95935371
Chad,TCD,"Population, total",SP.POP.TOTL,12360986,12784748,13220433,13663562,14110971,14561658,15016761,15477727,15946882,16425859
Chad,TCD,"Population, male",SP.POP.TOTL.MA.IN,6166545,6378518,6596372,6817947,7041734,7267235,7495003,7725723,7960522,8200170
Chad,TCD,"Population, female",SP.POP.TOTL.FE.IN,6194441,6406230,6624061,6845615,7069237,7294423,7521758,7752004,7986360,8225689
Chad,TCD,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,42.3,..,..
Chad,TCD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.482,6.372,6.262,6.154,6.049,5.947,5.846,5.747,5.649,..
Chad,TCD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,144.5,140.7,136.8,133.1,129.4,125.6,121.5,117.7,113.8,..
Channel Islands,CHI,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,GDP per capita (current US$),NY.GDP.PCAP.CD,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,Population growth (annual %),SP.POP.GROW,0.793249105,0.656884925,0.607833549,0.652921811,0.776952806,0.923845528,1.03937906,1.0791408,1.031634777,0.921644208
Channel Islands,CHI,"Population, total",SP.POP.TOTL,160990,162051,163039,164107,165387,166922,168666,170496,172264,173859
Channel Islands,CHI,"Population, male",SP.POP.TOTL.MA.IN,79367,79947,80479,81045,81716,82514,83410,84346,85254,86070
Channel Islands,CHI,"Population, female",SP.POP.TOTL.FE.IN,81623,82104,82560,83062,83671,84408,85256,86150,87010,87789
Channel Islands,CHI,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.586,1.58,1.569,1.556,1.541,1.527,1.516,1.51,1.509,..
Channel Islands,CHI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,..,..,..,..,..,..,..,..,..,..
Chile,CHL,Income share held by lowest 20%,SI.DST.FRST.20,5.3,..,5.5,..,5.7,..,5.8,..,..,..
Chile,CHL,GDP per capita (current US$),NY.GDP.PCAP.CD,14637.23344,15351.54074,15842.93648,14670.98891,13574.16924,13753.59215,14998.81706,15888.14436,14741.7144,13231.70421
Chile,CHL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,5.057708365,4.309193989,3.031573491,0.692522609,1.105984398,0.372098731,-0.247251359,2.281121035,-0.245035757,-6.580755715
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.110918829,5.318628,4.045004298,1.766739784,2.303767036,1.711089289,1.184544707,3.713859177,0.942005307,-5.771501669
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,2.52252E+11,2.67122E+11,2.78384E+11,2.60542E+11,2.43919E+11,2.5044E+11,2.77035E+11,2.97572E+11,2.79385E+11,2.5294E+11
Chile,CHL,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,50.80614853,..,53.84206009,..,56.96366882,..,59.23115158,..,..,..
Chile,CHL,Population growth (annual %),SP.POP.GROW,0.99751484,0.96308,0.978805917,1.061178671,1.177717857,1.325206878,1.425141421,1.391064233,1.182932566,0.862530028
Chile,CHL,"Population, total",SP.POP.TOTL,17233584,17400359,17571511,17758969,17969356,18209072,18470435,18729166,18952035,19116209
Chile,CHL,"Population, male",SP.POP.TOTL.MA.IN,8481053,8562870,8647028,8739824,8844800,8965258,9097252,9228416,9341774,9425669
Chile,CHL,"Population, female",SP.POP.TOTL.FE.IN,8752531,8837489,8924483,9019145,9124556,9243814,9373183,9500750,9610261,9690540
Chile,CHL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,22.2,..,14.4,..,11.7,..,8.6,..,..,10.8
Chile,CHL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.87,1.849,1.821,1.787,1.75,1.713,1.678,1.649,1.627,..
Chile,CHL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,8.5,8.4,8.3,8.1,7.9,7.7,7.4,7.2,7,..
China,CHN,Income share held by lowest 20%,SI.DST.FRST.20,5.4,5.3,6.2,6.2,6.4,6.5,..,..,..,..
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,5618.132267,6316.918318,7050.646271,7678.599486,8066.942635,8147.937705,8879.438667,9976.677137,10216.63033,10500.39562
China,CHN,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,9.027174425,7.339468994,7.23540947,6.883229179,6.498792133,6.271762691,6.350904743,6.26420964,5.571840828,1.979188895
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.550832179,7.863736449,7.766150098,7.425763656,7.041328879,6.848762205,6.947200793,6.749773832,5.949714233,2.3
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,7.5515E+12,8.53223E+12,9.57041E+12,1.04757E+13,1.10616E+13,1.12333E+13,1.23104E+13,1.38948E+13,1.42799E+13,1.47227E+13
China,CHN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..,..,..,..
China,CHN,Population growth (annual %),SP.POP.GROW,0.479150454,0.487231118,0.493709634,0.506311592,0.508136747,0.541478512,0.559121331,0.455899679,0.357291063,0.314091093
China,CHN,"Population, total",SP.POP.TOTL,1344130000,1350695000,1357380000,1364270000,1371220000,1378665000,1386395000,1392730000,1397715000,1402112000
China,CHN,"Population, male",SP.POP.TOTL.MA.IN,690707252,694017710,697356463,700776622,704210775,707884097,711687182,714757755,717118675,719160951
China,CHN,"Population, female",SP.POP.TOTL.FE.IN,653422748,656677290,660023537,663493378,667009225,670780903,674707818,677972245,680596325,682951049
China,CHN,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,12.7,10.2,8.5,7.2,5.7,4.5,3.1,1.7,0.6,..
China,CHN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.632,1.639,1.647,1.656,1.665,1.675,1.683,1.69,1.696,..
China,CHN,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,14.6,13.5,12.5,11.6,10.7,9.9,9.2,8.5,7.9,..
Colombia,COL,Income share held by lowest 20%,SI.DST.FRST.20,3.5,3.5,3.5,3.6,3.8,3.9,4.1,4,3.7,..
Colombia,COL,GDP per capita (current US$),NY.GDP.PCAP.CD,7335.166934,8050.255372,8218.347844,8114.343921,6175.87603,5870.777957,6376.706716,6729.583332,6424.979492,5332.773524
Colombia,COL,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,5.917244264,2.981272873,4.184821897,3.448395232,1.757883717,0.700688638,-0.163409332,1.012856042,1.889274487,-7.84220649
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.947891982,3.912635767,5.13399352,4.499030001,2.955901375,2.087382502,1.359360868,2.564324283,3.281116805,-6.847314206
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,3.34944E+11,3.70921E+11,3.82116E+11,3.81112E+11,2.93482E+11,2.82825E+11,3.11884E+11,3.34198E+11,3.2343E+11,2.71347E+11
Colombia,COL,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,40.26528168,41.40262985,43.28974915,44.59130859,45.40465927,47.26855087,..,49.77447891,51.09822845,53.15287018
Colombia,COL,Population growth (annual %),SP.POP.GROW,0.968365031,0.900335047,0.906920982,1.01048975,1.170445199,1.367649952,1.513747435,1.524235944,1.356788043,1.073767493
Colombia,COL,"Population, total",SP.POP.TOTL,45662747,46075721,46495492,46967706,47520667,48175048,48909844,49661056,50339443,50882884
Colombia,COL,"Population, male",SP.POP.TOTL.MA.IN,22374122,22575015,22780030,23013034,23288781,23618154,23990081,24370780,24713193,24984564
Colombia,COL,"Population, female",SP.POP.TOTL.FE.IN,23288625,23500706,23715462,23954672,24231886,24556894,24919763,25290276,25626250,25898320
Colombia,COL,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..,..,..,..,35.7,42.5
Colombia,COL,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.958,1.93,1.905,1.883,1.863,1.843,1.825,1.807,1.789,..
Colombia,COL,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,17.8,17.2,16.7,16.1,15.6,15.1,14.7,14.2,13.8,..
Comoros,COM,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,4.5,..,..,..,..,..,..
Comoros,COM,GDP per capita (current US$),NY.GDP.PCAP.CD,1447.94527,1403.360421,1505.33722,1513.83039,1242.585682,1273.05092,1323.814958,1415.955164,1370.140123,1402.595489
Comoros,COM,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,1.612628819,0.735693019,2.013053682,-0.303825605,-1.230860462,0.962061037,1.482339326,1.140261369,-0.239534047,2.654265902
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.099846955,3.200272903,4.499874215,2.100006438,1.116140583,3.320680025,3.815702113,3.430764136,1.986109505,4.910777475
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,1023086273,1015843491,1116224107,1149587660,966029599.8,1012835493,1077439756,1178530634,1165839900,1219690025
Comoros,COM,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..,..,..,..
Comoros,COM,Population growth (annual %),SP.POP.GROW,2.418267863,2.417131148,2.408508535,2.382548316,2.348455985,2.309273696,2.27324455,2.239416344,2.206465058,2.174355026
Comoros,COM,"Population, total",SP.POP.TOTL,706578,723865,741511,759390,777435,795597,813890,832322,850891,869595
Comoros,COM,"Population, male",SP.POP.TOTL.MA.IN,356188,364951,373895,382953,392089,401274,410522,419834,429210,438653
Comoros,COM,"Population, female",SP.POP.TOTL.FE.IN,350390,358914,367616,376437,385346,394323,403368,412488,421681,430942
Comoros,COM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,42.4,..,..,..,..,..,..,..
Comoros,COM,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.693,4.628,4.561,4.491,4.419,4.347,4.275,4.205,4.138,..
Comoros,COM,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,81.6,79.1,76.8,74.3,71.9,69.5,67.3,65.1,62.9,..
"Congo, Dem. Rep.",COD,Income share held by lowest 20%,SI.DST.FRST.20,..,5.5,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,GDP per capita (current US$),NY.GDP.PCAP.CD,387.082477,424.6003738,457.9637475,486.7870951,497.3170391,471.3188225,467.0742317,557.0644117,580.7168605,556.8131853
"Congo, Dem. Rep.",COD,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.366413489,3.571784034,4.927569975,5.895884453,3.442618074,-0.907742776,0.401473698,2.461092711,1.110159543,-2.344255623
"Congo, Dem. Rep.",COD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.87467089,7.086898947,8.481956636,9.470288097,6.91618781,2.399379098,3.726947653,5.8211211,4.384528881,0.773457032
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,25839749199,29306235826,32679745298,35909040266,37917704900,37134799975,38019265626,46831342213,50400746171,49868970641
"Congo, Dem. Rep.",COD,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,19.84704018,..,..,27.26408005,..,..,..,..
"Congo, Dem. Rep.",COD,Population growth (annual %),SP.POP.GROW,3.337675974,3.33757067,3.33135585,3.319678158,3.302819182,3.282934175,3.258505772,3.226698861,3.187086265,3.142651608
"Congo, Dem. Rep.",COD,"Population, total",SP.POP.TOTL,66755151,69020749,71358804,73767445,76244532,78789130,81398765,84068092,86790568,89561404
"Congo, Dem. Rep.",COD,"Population, male",SP.POP.TOTL.MA.IN,33244602,34385069,35561914,36773965,38019960,39299343,40610874,41951875,43319103,44710172
"Congo, Dem. Rep.",COD,"Population, female",SP.POP.TOTL.FE.IN,33510549,34635680,35796890,36993480,38224572,39489787,40787891,42116217,43471465,44851232
"Congo, Dem. Rep.",COD,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,63.9,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,6.493,6.432,6.363,6.287,6.203,6.112,6.017,5.919,5.819,..
"Congo, Dem. Rep.",COD,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,110.9,107.3,103.8,100.4,97.2,93.9,90.8,87.6,84.8,..
"Congo, Rep.",COG,Income share held by lowest 20%,SI.DST.FRST.20,4.2,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,GDP per capita (current US$),NY.GDP.PCAP.CD,3557.55617,3923.093509,3883.746848,3776.485568,2447.539308,2039.453223,2173.680253,2601.410483,2359.177309,1972.545246
"Congo, Rep.",COG,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-0.610460761,7.135091086,-3.129997905,4.14374529,-5.916645656,-12.94132232,-6.800415633,-7.271171441,-2.304014505,-10.24391793
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.205919363,9.947153143,-0.712434452,6.716679334,-3.550581765,-10.70209626,-4.373500998,-4.846001061,0.232123661,-7.948712902
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,15634897273,17693924573,17953617927,17889079958,11885478502,10158508345,11109029840,13642740884,12693562948,10884686143
"Congo, Rep.",COG,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,Population growth (annual %),SP.POP.GROW,2.794272642,2.590925272,2.465044708,2.440535492,2.483756987,2.53956659,2.570670576,2.581720867,2.562826461,2.525009828
"Congo, Rep.",COG,"Population, total",SP.POP.TOTL,4394842,4510197,4622757,4736965,4856093,4980996,5110701,5244363,5380504,5518092
"Congo, Rep.",COG,"Population, male",SP.POP.TOTL.MA.IN,2188038,2246780,2304083,2362141,2422571,2485795,2551316,2618741,2687358,2756678
"Congo, Rep.",COG,"Population, female",SP.POP.TOTL.FE.IN,2206804,2263417,2318674,2374824,2433522,2495201,2559385,2625622,2693146,2761414
"Congo, Rep.",COG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,40.9,..,..,..,..,..,..,..,..,..
"Congo, Rep.",COG,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,4.742,4.712,4.676,4.634,4.587,4.536,4.482,4.428,4.374,..
"Congo, Rep.",COG,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,60.3,58.8,57.4,55.9,54.2,52.6,50.9,49.3,47.8,..
Costa Rica,CRI,Income share held by lowest 20%,SI.DST.FRST.20,4.2,4.2,4.1,4.2,4.3,4.2,4.4,4.3,4.4,..
Costa Rica,CRI,GDP per capita (current US$),NY.GDP.PCAP.CD,9229.834517,10075.00462,10744.09102,10847.16967,11642.77805,12011.22275,12225.57449,12468.57529,12669.70608,12076.81451
Costa Rica,CRI,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,3.147663007,3.653958913,1.325289728,2.391709165,2.531383287,3.108306775,3.092566338,1.045978719,1.193992798,-5.412335669
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.40315924,4.882592369,2.494766108,3.542109878,3.652080968,4.204323252,4.157698963,2.05620273,2.167951807,-4.539965917
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,42762617082,47231651865,50949672206,52016408951,56441917653,58847016045,60516043590,62335931464,63951114302,61520669890
Costa Rica,CRI,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,36.54347992,37.38465118,..,40.21863937,37.99145889,38.29613876,..,39.65673065,..,40.93561172
Costa Rica,CRI,Population growth (annual %),SP.POP.GROW,1.20983529,1.178352346,1.147570301,1.117264454,1.087098543,1.057366054,1.02787999,0.99480206,0.957865009,0.918059925
Costa Rica,CRI,"Population, total",SP.POP.TOTL,4633086,4688003,4742111,4795390,4847805,4899336,4949955,4999443,5047561,5094114
Costa Rica,CRI,"Population, male",SP.POP.TOTL.MA.IN,2320217,2347235,2373809,2399916,2425530,2450639,2475235,2499229,2522539,2545076
Costa Rica,CRI,"Population, female",SP.POP.TOTL.FE.IN,2312869,2340768,2368302,2395474,2422275,2448697,2474720,2500214,2525022,2549038
Costa Rica,CRI,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,24.8,23.5,23.3,24.6,23.6,22.9,22.1,22.9,23.9,30
Costa Rica,CRI,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,1.869,1.853,1.838,1.823,1.806,1.789,1.772,1.754,1.737,..
Costa Rica,CRI,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,10.2,9.9,9.6,9.3,9,8.9,8.8,8.7,8.6,..
Cote d'Ivoire,CIV,Income share held by lowest 20%,SI.DST.FRST.20,..,..,..,..,5.7,..,..,..,..,..
Cote d'Ivoire,CIV,GDP per capita (current US$),NY.GDP.PCAP.CD,1208.583199,1243.273487,1415.871694,1561.464413,1972.545683,2013.381448,2111.026557,2314.050958,2276.332394,2325.723705
Cote d'Ivoire,CIV,GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,-6.641132151,8.042337076,6.225702078,6.103171978,6.131993634,4.495184281,4.658899564,4.19662142,3.557682501,-0.73770878
Cote d'Ivoire,CIV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.387254789,10.7065041,8.889421302,8.79407739,8.84285995,7.179207824,7.359638088,6.89028432,6.231709513,1.816441461
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,25414875503,26789047555,31273074528,35363533866,45814637971,47964234560,51588158718,58011466451,58539424930,61348579465
Cote d'Ivoire,CIV,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",SE.SEC.CUAT.UP.ZS,..,..,..,14.17615986,..,..,..,..,..,..
Cote d'Ivoire,CIV,Population growth (annual %),SP.POP.GROW,2.38552681,2.435943204,2.47667885,2.50449559,2.522164778,2.536128605,2.54778157,2.552322341,2.549387092,2.540584565
Cote d'Ivoire,CIV,"Population, total",SP.POP.TOTL,21028652,21547188,22087506,22647672,23226148,23822726,24437475,25069226,25716554,26378275
Cote d'Ivoire,CIV,"Population, male",SP.POP.TOTL.MA.IN,10668125,10921921,11187178,11462641,11747319,12041040,12343867,12655166,12974206,13300380
Cote d'Ivoire,CIV,"Population, female",SP.POP.TOTL.FE.IN,10360527,10625267,10900328,11185031,11478829,11781686,12093608,12414060,12742348,13077895
Cote d'Ivoire,CIV,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,44.4,..,..,39.5,..,..
Cote d'Ivoire,CIV,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,5.029,4.974,4.92,4.867,4.813,4.759,4.704,4.649,4.593,..
Cote d'Ivoire,CIV,"Mortality rate, under-5 (per 1,000 live births)",SH.DYN.MORT,103.2,100.2,96.9,93.6,90.6,88,85.3,82.4,79.3,..
Croatia,HRV,Income share held by lowest 20%,SI.DST.FRST.20,6.9,6.9,7.1,7.1,7.3,7.3,7.4,7.8,..,..
